,PC,type,Mechanics,Mech_desc,score,modelo
12,Abstraction,LM,Hypothesis,Often related to acquisition-learning it is a method to develop competency in a specific subject area. Most contemporary use in education relates to performing a task and being able to debate the underpinning knowledge and understanding.,0.6045374870300293,gtr-t5-xl
137,Decomposition,LM,Identify,A social learning theory (or cognitive theory) that posits learning will most likely occur if there is a close identification between the observer and the model and if the observer also has a good deal of self-efficacy.,0.5705459117889404,gtr-t5-xl
14,Abstraction,LM,Imitation,"This is similar to role-play where a planned learning activity requires participants to take on the role of individuals representing different perspectives (e.g. mock interview) to meet specific learning objectives, such as to promote empathy or to expose participants to a scenario in which they will have to take part in the future",0.5470477342605591,gtr-t5-xl
139,Decomposition,LM,Incentive,"Incentive learning is the process via which learners update changes in the value of rewards. Such methods are useful in changing the behaviour of the learner, where a stimulus-response habit mechanism and a goaldirected process are the two learning mechanisms. The first is learning about the instrumental contingency between the response and reward, whereas the second consists of the acquisition of incentive value by the reward.",0.551342248916626,gtr-t5-xl
140,Decomposition,LM,Instructional,"Where a facilitator or teacher provides learner support within a framework determined by the course leader. Specific learning objectives are followed through sequentially. A generic instructional model such as ADDIE (Analysis, Design, Development, Implementation, and Evaluation) can be used.",0.5581942200660706,gtr-t5-xl
172,Evaluation,LM,Modelling,"A means to test a hypothesis, to evaluate a concept or as a form of observational learning.",0.6057533025741577,gtr-t5-xl
18,Abstraction,LM,Motivation,"In terms of extrinsic motivation, marks and grades are used to target students who are more concerned with the numeric value of their work, and those that seek status. Intrinsic motivation typifies students who enjoy challenge, want to master a subject, are curious and want to learn. They are inspired to achieve high grades even when the task does not inspire interest.",0.5208452939987183,gtr-t5-xl
19,Abstraction,LM,Objectify,"Termed behavioural objectives (commonly referred as learning outcomes). Its meaning ranges from exact, measurable outcomes of specific learning experiences to more generalised statements for courses of study.",0.4972725510597229,gtr-t5-xl
144,Decomposition,LM,Observation,"Observational learning (also referred to vicarious learning, social learning, modelling) is based on the concept that learning occurs as a function of watching, retaining and replicating the behaviour of others.",0.5824880003929138,gtr-t5-xl
145,Decomposition,LM,Ownership,"Associated to constructivist theory where knowledge is internalised by learners through processes of accommodation and assimilation, they construct new knowledge from their experiences.",0.6013826131820679,gtr-t5-xl
146,Decomposition,LM,Participation,A (active learning) process of engaging with the learning task at both the cognitive and affective level.,0.4919913709163666,gtr-t5-xl
54,Algorithm,LM,Plan,"A conditional no-regret learning mechanic associated to Bayesian learning and hypothesis testing. As with a given type of game and a given amount of information, there may exist no learning procedure that satisfies certain reasonable criteria of performance and convergence. The learner has to strategically manage his or her resources to achieve an aggregate learning outcome.",0.5691518187522888,gtr-t5-xl
148,Decomposition,LM,Question and Answer,"An active learning mechanism linked with participation that encourages learners to use the questioning strategies to assess what they have learned, to develop their thinking skills.",0.5432024598121643,gtr-t5-xl
180,Evaluation,LM,Reflect-Discuss,"Consideration of an experience, or of learning, to enhance understanding or inform action. Learners often compile logbooks to record their reflections on learning activities.",0.5309359431266785,gtr-t5-xl
181,Evaluation,LM,Repetition,"A method that uses traditional curriculum for students to practice at home or onsite. Although significant practice is performed, higher order learning is not involved.",0.5077115297317505,gtr-t5-xl
89,Automation,LM,Responsibility,"Often related to self-directed learning where the learner has control over educational decisions, including goals, resources, methods and criteria for judging success. Often used as a learning situation where the learner has some influence on some of the learning aspects.",0.5533643960952759,gtr-t5-xl
28,Abstraction,LM,Shadowing,Often used in medical sciences where the student shadows their mentor during general practice or in operating theatres. Shadowing is also a form of learning through apprenticeships. Associated with experiential learning.,0.5136826038360596,gtr-t5-xl
91,Automation,LM,Simulation,Often associated with role-play it is increasingly used with ICTbased learning activities for decision-making to simulate cause and effect.,0.5465977787971497,gtr-t5-xl
30,Abstraction,LM,Tutorial,"Used with different meanings according to discipline, type of institution, level, and teaching and learning method that involves a tutor or peer.",0.5086861848831177,gtr-t5-xl
33,Evaluation,TB,Analyze,"Executing, implementing and applying a procedure to a familiar task (e.g., Divide one whole number by another whole number, both with multiple digits). Organizing, outlining, parsing, structuring, organizing and discerning how elements fit or function within a structure. Distinguishing relevant from irrelevant parts or important from unimportant parts of presented material.",0.6296297311782837,gtr-t5-xl
26,Decomposition,TB,Apply,"Carry out or use a procedure in a given situation. Carrying out; Applying a procedure to a familiar task (e.g., Divide one whole number by another whole number, both with multiple digits). Use Newton's Second Law in situations in which it is appropriate.",0.5525309443473816,gtr-t5-xl
29,Decomposition,TB,Create,"Inventing is the process of coming up with alternative hypotheses based on criteria (e.g., Generate hypotheses to account for an observed phenomenon).",0.5707787275314331,gtr-t5-xl
34,Evaluation,TB,Evaluate,Make judgments based on criteria and standards . Evaluate . Detecting inconsistencies or fallacies within a process or product . Detect the effectiveness of a procedure as it is being implemented . Judge which of two methods is the best way to solve a given problem . Judge the appropriateness of a particular procedure for a particular problem .,0.7127438187599182,gtr-t5-xl
0,Abstraction,TB,Recall," Retrieving DEFINITIONS AND EXAMPLES. Locating knowledge in long-term memory that is consistent with presented material (e.g., Recognize the dates of important events in U.S. history). Retrieving relevant knowledge from old and new data.",0.5555681586265564,gtr-t5-xl
1,Abstraction,TB,Understand," Construct meaning from instructional messages, including oral, written and graphic communication. Interpreting: Clarifying, paraphrasing, representing, translating. Summarizing: Abstracting, generalizing; Writing a short summary of the event portrayed on a videotape. Inferring: Drawing a logical conclusion from presented information.",0.5704246759414673,gtr-t5-xl
