,PC,type,Mechanics,Mech_desc,score,modelo
20,Abstraction,GM,Status,"Provides a sense of belonging or meaningful empowerment. Multiple forms of status, such as titles, levels, tiers, rank not just globally but also locally within a community.",0.17397890985012054,msmarco-MiniLM-L6-cos-v5
125,Decomposition,GM,Tile Based and Physical Movement,Based on how players or elements in games move from one point to another. Tile based movement allows players to move and explore a world which is divided into tiles in turns and amount of tiles moved. Physics based movement provides a greater sense of immersion as players feel as though they are inside the game environment. The focus is no longer about the game tiles but on what players do with them within the limited resources and time.,0.16668841242790222,msmarco-MiniLM-L6-cos-v5
22,Abstraction,GM,Tile-Laying,Often drawn by the player for strategic positioning in order to achieve a set personal objective or game based goal.,0.10445241630077362,msmarco-MiniLM-L6-cos-v5
75,Automation,GM,Tokens to Act as Cards or Random Elements,"To add the element of surprise and act as a randomiser, cards and tokens can be used to add a layer of unpredictability to the game and determine game states.",0.2994250953197479,msmarco-MiniLM-L6-cos-v5
24,Abstraction,GM,Urgent Optimism,Used to elicit a desire to act immediately to tackle an obstacle combined with the belief that it has a reasonable hope of success.,0.23928169906139374,msmarco-MiniLM-L6-cos-v5
155,Evaluation,GM,Virality,Mechanics to grow player base which if done right should enrich gameplay. Also designed to reinforce retention.,0.21987421810626984,msmarco-MiniLM-L6-cos-v5
62,Automation,LM,Accountability,"Can be viewed as autonomy where learners take responsibility for and control of themselves and their learning, including being less spoon-fed. May also include elements of learners taking responsibility for determining and directing the content of their learning. Related with open learning mechanics.",0.29236170649528503,msmarco-MiniLM-L6-cos-v5
1,Abstraction,LM,Action-Task,"An approach to learning involving individuals working on real projects, possibly with group support (collaborative/cooperative learning) to assist members reflect on their experience and to plan next actions.",0.21569018065929413,msmarco-MiniLM-L6-cos-v5
157,Evaluation,LM,Analyse,"Related to diagnostic tests to identify weaknesses, and used so that these might be addressed in a more focused manner.",0.2149358093738556,msmarco-MiniLM-L6-cos-v5
158,Evaluation,LM,Assessment,"Measurement of the progress and achievement of a learner (typically through quizzes, examinations or even projects). For example, formative assessment allows learners to gauge their proficiency thereby to improve their self-regulatory skills. Rather than expressed as marks or grades, words are used to convey or reveal information, which can then be used diagnostically (e.g. summative assessment).",0.3663202226161957,msmarco-MiniLM-L6-cos-v5
66,Automation,LM,Competition,Competitive learning is often used as an extracurricular activity to develop creativity and problem solving skills. Game theory offers techniques for formulating competition between parties that wish to reach an optimal position.,0.19812332093715668,msmarco-MiniLM-L6-cos-v5
160,Evaluation,LM,Demonstration,A pedagogical method related to problem-based learning. • Participation: A (active learning) process of engaging with the learning task at both the cognitive and affective level.,0.299797385931015,msmarco-MiniLM-L6-cos-v5
161,Evaluation,LM,Discover,"An inquiry-based learning mechanic (from constructivist learning theory) where the learner draws on past experiences and existing knowledge to discover new facts and relationships to solve problems. As a result, learners are more likely to retain concepts and knowledge in contrast to transmissionist learning. Related to: guided discovery, problem-based learning, simulation-based learning, case-based learning, and incidental learning.",0.2708248794078827,msmarco-MiniLM-L6-cos-v5
7,Abstraction,LM,Experimentation,"Typically involves laboratory/practical classes, this type of teaching is often used in curricula in experimental sciences, biomedical and engineering disciplines, which is broadly intended to offer training in techniques and learning how to carry out experimental investigations. Associated to experiential learning.",0.21890132129192352,msmarco-MiniLM-L6-cos-v5
163,Evaluation,LM,Explore,"A mechanism that encourages the learner to explore and experiment to uncover relationships, with much less of a focus on didactic training (teaching students by lecturing them). Exploratory learning approaches are considered most appropriate for teaching generalised thinking and problemsolving skills, and may not be the best approach for such things as memorisation (or repetition). Is related to constructivist theory.",0.26656025648117065,msmarco-MiniLM-L6-cos-v5
164,Evaluation,LM,Feedback,"Oral or written developmental advice on performance so that the learner has a better understanding of values, standards, criteria, etc. Linked with formative assessment.",0.37629175186157227,msmarco-MiniLM-L6-cos-v5
41,Algorithm,LM,Generalisation-Discrimination,"In psychology this relates to the process by which people learn to make different responses to different stimuli. Behaviourists describe this as classical conditioning (also Pavlovian or respondent conditioning, Pavlovian reinforcement). In some ways this can be viewed as induction. Induction (inductive learning/teaching) aims at equipping learners with background information so that they might become effective in their role sooner.",0.2858565151691437,msmarco-MiniLM-L6-cos-v5
104,Data,LM,Guidance,"A means to help students see the structure, links and direction of the course material.",0.19946110248565674,msmarco-MiniLM-L6-cos-v5
74,Automation,LM,Hypothesis,Often related to acquisition-learning it is a method to develop competency in a specific subject area. Most contemporary use in education relates to performing a task and being able to debate the underpinning knowledge and understanding.,0.26279979944229126,msmarco-MiniLM-L6-cos-v5
75,Automation,LM,Identify,A social learning theory (or cognitive theory) that posits learning will most likely occur if there is a close identification between the observer and the model and if the observer also has a good deal of self-efficacy.,0.23888078331947327,msmarco-MiniLM-L6-cos-v5
138,Decomposition,LM,Imitation,"This is similar to role-play where a planned learning activity requires participants to take on the role of individuals representing different perspectives (e.g. mock interview) to meet specific learning objectives, such as to promote empathy or to expose participants to a scenario in which they will have to take part in the future",0.25704440474510193,msmarco-MiniLM-L6-cos-v5
46,Algorithm,LM,Incentive,"Incentive learning is the process via which learners update changes in the value of rewards. Such methods are useful in changing the behaviour of the learner, where a stimulus-response habit mechanism and a goaldirected process are the two learning mechanisms. The first is learning about the instrumental contingency between the response and reward, whereas the second consists of the acquisition of incentive value by the reward.",0.35344693064689636,msmarco-MiniLM-L6-cos-v5
47,Algorithm,LM,Instructional,"Where a facilitator or teacher provides learner support within a framework determined by the course leader. Specific learning objectives are followed through sequentially. A generic instructional model such as ADDIE (Analysis, Design, Development, Implementation, and Evaluation) can be used.",0.3305200934410095,msmarco-MiniLM-L6-cos-v5
172,Evaluation,LM,Modelling,"A means to test a hypothesis, to evaluate a concept or as a form of observational learning.",0.22456076741218567,msmarco-MiniLM-L6-cos-v5
49,Algorithm,LM,Motivation,"In terms of extrinsic motivation, marks and grades are used to target students who are more concerned with the numeric value of their work, and those that seek status. Intrinsic motivation typifies students who enjoy challenge, want to master a subject, are curious and want to learn. They are inspired to achieve high grades even when the task does not inspire interest.",0.1898515224456787,msmarco-MiniLM-L6-cos-v5
174,Evaluation,LM,Objectify,"Termed behavioural objectives (commonly referred as learning outcomes). Its meaning ranges from exact, measurable outcomes of specific learning experiences to more generalised statements for courses of study.",0.3381408751010895,msmarco-MiniLM-L6-cos-v5
175,Evaluation,LM,Observation,"Observational learning (also referred to vicarious learning, social learning, modelling) is based on the concept that learning occurs as a function of watching, retaining and replicating the behaviour of others.",0.3722873330116272,msmarco-MiniLM-L6-cos-v5
52,Algorithm,LM,Ownership,"Associated to constructivist theory where knowledge is internalised by learners through processes of accommodation and assimilation, they construct new knowledge from their experiences.",0.34720689058303833,msmarco-MiniLM-L6-cos-v5
177,Evaluation,LM,Participation,A (active learning) process of engaging with the learning task at both the cognitive and affective level.,0.2684227228164673,msmarco-MiniLM-L6-cos-v5
54,Algorithm,LM,Plan,"A conditional no-regret learning mechanic associated to Bayesian learning and hypothesis testing. As with a given type of game and a given amount of information, there may exist no learning procedure that satisfies certain reasonable criteria of performance and convergence. The learner has to strategically manage his or her resources to achieve an aggregate learning outcome.",0.332558274269104,msmarco-MiniLM-L6-cos-v5
86,Automation,LM,Question and Answer,"An active learning mechanism linked with participation that encourages learners to use the questioning strategies to assess what they have learned, to develop their thinking skills.",0.26221445202827454,msmarco-MiniLM-L6-cos-v5
180,Evaluation,LM,Reflect-Discuss,"Consideration of an experience, or of learning, to enhance understanding or inform action. Learners often compile logbooks to record their reflections on learning activities.",0.3635302186012268,msmarco-MiniLM-L6-cos-v5
57,Algorithm,LM,Repetition,"A method that uses traditional curriculum for students to practice at home or onsite. Although significant practice is performed, higher order learning is not involved.",0.15446867048740387,msmarco-MiniLM-L6-cos-v5
58,Algorithm,LM,Responsibility,"Often related to self-directed learning where the learner has control over educational decisions, including goals, resources, methods and criteria for judging success. Often used as a learning situation where the learner has some influence on some of the learning aspects.",0.27606815099716187,msmarco-MiniLM-L6-cos-v5
59,Algorithm,LM,Shadowing,Often used in medical sciences where the student shadows their mentor during general practice or in operating theatres. Shadowing is also a form of learning through apprenticeships. Associated with experiential learning.,0.24742750823497772,msmarco-MiniLM-L6-cos-v5
91,Automation,LM,Simulation,Often associated with role-play it is increasingly used with ICTbased learning activities for decision-making to simulate cause and effect.,0.30964162945747375,msmarco-MiniLM-L6-cos-v5
61,Algorithm,LM,Tutorial,"Used with different meanings according to discipline, type of institution, level, and teaching and learning method that involves a tutor or peer.",0.2563648521900177,msmarco-MiniLM-L6-cos-v5
27,Decomposition,TB,Analyze,"Executing, implementing and applying a procedure to a familiar task (e.g., Divide one whole number by another whole number, both with multiple digits). Organizing, outlining, parsing, structuring, organizing and discerning how elements fit or function within a structure. Distinguishing relevant from irrelevant parts or important from unimportant parts of presented material.",0.45298969745635986,msmarco-MiniLM-L6-cos-v5
14,Automation,TB,Apply,"Carry out or use a procedure in a given situation. Carrying out; Applying a procedure to a familiar task (e.g., Divide one whole number by another whole number, both with multiple digits). Use Newton's Second Law in situations in which it is appropriate.",0.269412100315094,msmarco-MiniLM-L6-cos-v5
17,Automation,TB,Create,"Inventing is the process of coming up with alternative hypotheses based on criteria (e.g., Generate hypotheses to account for an observed phenomenon).",0.3175768256187439,msmarco-MiniLM-L6-cos-v5
34,Evaluation,TB,Evaluate,Make judgments based on criteria and standards . Evaluate . Detecting inconsistencies or fallacies within a process or product . Detect the effectiveness of a procedure as it is being implemented . Judge which of two methods is the best way to solve a given problem . Judge the appropriateness of a particular procedure for a particular problem .,0.4112233519554138,msmarco-MiniLM-L6-cos-v5
18,Data,TB,Recall," Retrieving DEFINITIONS AND EXAMPLES. Locating knowledge in long-term memory that is consistent with presented material (e.g., Recognize the dates of important events in U.S. history). Retrieving relevant knowledge from old and new data.",0.27041444182395935,msmarco-MiniLM-L6-cos-v5
1,Abstraction,TB,Understand," Construct meaning from instructional messages, including oral, written and graphic communication. Interpreting: Clarifying, paraphrasing, representing, translating. Summarizing: Abstracting, generalizing; Writing a short summary of the event portrayed on a videotape. Inferring: Drawing a logical conclusion from presented information.",0.32153671979904175,msmarco-MiniLM-L6-cos-v5
