,PC,type,Mechanics,Mech_desc,score,modelo
140,Evaluation,GM,Meta-Game Mechanic,"Rewards or improvements that can be earned during the actual game-play and/or outside of it, that carries over to repeat plays.",0.3368142545223236,stsb-roberta-large
141,Evaluation,GM,Ownership (GM),Used to create loyalty of the gaming pool.,0.2499515265226364,stsb-roberta-large
142,Evaluation,GM,Pareto Optimal,"A mechanic where the outcome is one in which no player could be better off without another becoming worse off. The mechanic occurs in a number of conflicts, negotiation, economics, management and quantum games. Pareto efficiency is reached if the games’ outcome is shown to deliver a Pareto optimal allocation of resources.",0.4145079255104065,stsb-roberta-large
143,Evaluation,GM,Pavlovian Interaction,"Follows the methodology ‘easy to learn, hard to master’. Meaning the game is simple to pick up and play, however, increases its difficulty as the user advances through the game. Used to ‘hook’ gamers due to its replay value and challenging environment.",0.4518461525440216,stsb-roberta-large
144,Evaluation,GM,Protégé Effect,Explores learners’ tendency to work harder for their teachable agents (i.e. their avatars or alter ego) than for themselves; it has significant benefits for learning and engagement.,0.4445945918560028,stsb-roberta-large
145,Evaluation,GM,Questions and Answers,"Used within the gaming environment as a basic, yet effective means of interacting and engaging with the player to facilitate learning.",0.3861433267593384,stsb-roberta-large
68,Automation,GM,Quick Feedback,"Shows the user what they have just done, and gives them instant gratification (the feel-good factor) of things happening after they have completed a task. Allows the user to feel understood by the game; by giving a user power, the game fulfills a natural human desire.",0.3856235146522522,stsb-roberta-large
95,Data,GM,Resource Management,Establishing relative values for different types of resources. Games that use this mechanic often have several concurrent transactions and the challenge involves making the best decision given the resources and time constraints.,0.27160829305648804,stsb-roberta-large
148,Evaluation,GM,Rewards,Feedback a player would receive for a worthy action. Used to incentivise the player to progress in the game. Rewards are designed to sustain engagement and to satisfy the player.,0.29191017150878906,stsb-roberta-large
71,Automation,GM,Role Playing,"Rely on mechanics to establish the effectiveness of actions within the game, depending on how well the player assumes and develops their role as a virtual character.",0.42691168189048767,stsb-roberta-large
98,Data,GM,Status,"Provides a sense of belonging or meaningful empowerment. Multiple forms of status, such as titles, levels, tiers, rank not just globally but also locally within a community.",0.21037088334560394,stsb-roberta-large
125,Decomposition,GM,Tile Based and Physical Movement,Based on how players or elements in games move from one point to another. Tile based movement allows players to move and explore a world which is divided into tiles in turns and amount of tiles moved. Physics based movement provides a greater sense of immersion as players feel as though they are inside the game environment. The focus is no longer about the game tiles but on what players do with them within the limited resources and time.,0.4802214503288269,stsb-roberta-large
74,Automation,GM,Tile-Laying,Often drawn by the player for strategic positioning in order to achieve a set personal objective or game based goal.,0.38422614336013794,stsb-roberta-large
23,Abstraction,GM,Tokens to Act as Cards or Random Elements,"To add the element of surprise and act as a randomiser, cards and tokens can be used to add a layer of unpredictability to the game and determine game states.",0.42528241872787476,stsb-roberta-large
154,Evaluation,GM,Urgent Optimism,Used to elicit a desire to act immediately to tackle an obstacle combined with the belief that it has a reasonable hope of success.,0.3154195249080658,stsb-roberta-large
155,Evaluation,GM,Virality,Mechanics to grow player base which if done right should enrich gameplay. Also designed to reinforce retention.,0.3287738859653473,stsb-roberta-large
62,Automation,LM,Accountability,"Can be viewed as autonomy where learners take responsibility for and control of themselves and their learning, including being less spoon-fed. May also include elements of learners taking responsibility for determining and directing the content of their learning. Related with open learning mechanics.",0.5436034798622131,stsb-roberta-large
125,Decomposition,LM,Action-Task,"An approach to learning involving individuals working on real projects, possibly with group support (collaborative/cooperative learning) to assist members reflect on their experience and to plan next actions.",0.3428449034690857,stsb-roberta-large
157,Evaluation,LM,Analyse,"Related to diagnostic tests to identify weaknesses, and used so that these might be addressed in a more focused manner.",0.35623955726623535,stsb-roberta-large
158,Evaluation,LM,Assessment,"Measurement of the progress and achievement of a learner (typically through quizzes, examinations or even projects). For example, formative assessment allows learners to gauge their proficiency thereby to improve their self-regulatory skills. Rather than expressed as marks or grades, words are used to convey or reveal information, which can then be used diagnostically (e.g. summative assessment).",0.4180677533149719,stsb-roberta-large
128,Decomposition,LM,Competition,Competitive learning is often used as an extracurricular activity to develop creativity and problem solving skills. Game theory offers techniques for formulating competition between parties that wish to reach an optimal position.,0.43070223927497864,stsb-roberta-large
129,Decomposition,LM,Demonstration,A pedagogical method related to problem-based learning. • Participation: A (active learning) process of engaging with the learning task at both the cognitive and affective level.,0.4408037066459656,stsb-roberta-large
130,Decomposition,LM,Discover,"An inquiry-based learning mechanic (from constructivist learning theory) where the learner draws on past experiences and existing knowledge to discover new facts and relationships to solve problems. As a result, learners are more likely to retain concepts and knowledge in contrast to transmissionist learning. Related to: guided discovery, problem-based learning, simulation-based learning, case-based learning, and incidental learning.",0.5353900194168091,stsb-roberta-large
38,Algorithm,LM,Experimentation,"Typically involves laboratory/practical classes, this type of teaching is often used in curricula in experimental sciences, biomedical and engineering disciplines, which is broadly intended to offer training in techniques and learning how to carry out experimental investigations. Associated to experiential learning.",0.410930335521698,stsb-roberta-large
8,Abstraction,LM,Explore,"A mechanism that encourages the learner to explore and experiment to uncover relationships, with much less of a focus on didactic training (teaching students by lecturing them). Exploratory learning approaches are considered most appropriate for teaching generalised thinking and problemsolving skills, and may not be the best approach for such things as memorisation (or repetition). Is related to constructivist theory.",0.48431268334388733,stsb-roberta-large
40,Algorithm,LM,Feedback,"Oral or written developmental advice on performance so that the learner has a better understanding of values, standards, criteria, etc. Linked with formative assessment.",0.3615127205848694,stsb-roberta-large
165,Evaluation,LM,Generalisation-Discrimination,"In psychology this relates to the process by which people learn to make different responses to different stimuli. Behaviourists describe this as classical conditioning (also Pavlovian or respondent conditioning, Pavlovian reinforcement). In some ways this can be viewed as induction. Induction (inductive learning/teaching) aims at equipping learners with background information so that they might become effective in their role sooner.",0.4022589921951294,stsb-roberta-large
135,Decomposition,LM,Guidance,"A means to help students see the structure, links and direction of the course material.",0.31689316034317017,stsb-roberta-large
43,Algorithm,LM,Hypothesis,Often related to acquisition-learning it is a method to develop competency in a specific subject area. Most contemporary use in education relates to performing a task and being able to debate the underpinning knowledge and understanding.,0.40248456597328186,stsb-roberta-large
168,Evaluation,LM,Identify,A social learning theory (or cognitive theory) that posits learning will most likely occur if there is a close identification between the observer and the model and if the observer also has a good deal of self-efficacy.,0.47719186544418335,stsb-roberta-large
169,Evaluation,LM,Imitation,"This is similar to role-play where a planned learning activity requires participants to take on the role of individuals representing different perspectives (e.g. mock interview) to meet specific learning objectives, such as to promote empathy or to expose participants to a scenario in which they will have to take part in the future",0.3366908133029938,stsb-roberta-large
46,Algorithm,LM,Incentive,"Incentive learning is the process via which learners update changes in the value of rewards. Such methods are useful in changing the behaviour of the learner, where a stimulus-response habit mechanism and a goaldirected process are the two learning mechanisms. The first is learning about the instrumental contingency between the response and reward, whereas the second consists of the acquisition of incentive value by the reward.",0.38609933853149414,stsb-roberta-large
171,Evaluation,LM,Instructional,"Where a facilitator or teacher provides learner support within a framework determined by the course leader. Specific learning objectives are followed through sequentially. A generic instructional model such as ADDIE (Analysis, Design, Development, Implementation, and Evaluation) can be used.",0.39806926250457764,stsb-roberta-large
141,Decomposition,LM,Modelling,"A means to test a hypothesis, to evaluate a concept or as a form of observational learning.",0.3695991039276123,stsb-roberta-large
173,Evaluation,LM,Motivation,"In terms of extrinsic motivation, marks and grades are used to target students who are more concerned with the numeric value of their work, and those that seek status. Intrinsic motivation typifies students who enjoy challenge, want to master a subject, are curious and want to learn. They are inspired to achieve high grades even when the task does not inspire interest.",0.4663475453853607,stsb-roberta-large
50,Algorithm,LM,Objectify,"Termed behavioural objectives (commonly referred as learning outcomes). Its meaning ranges from exact, measurable outcomes of specific learning experiences to more generalised statements for courses of study.",0.4681209921836853,stsb-roberta-large
20,Abstraction,LM,Observation,"Observational learning (also referred to vicarious learning, social learning, modelling) is based on the concept that learning occurs as a function of watching, retaining and replicating the behaviour of others.",0.4518633782863617,stsb-roberta-large
145,Decomposition,LM,Ownership,"Associated to constructivist theory where knowledge is internalised by learners through processes of accommodation and assimilation, they construct new knowledge from their experiences.",0.4348369836807251,stsb-roberta-large
146,Decomposition,LM,Participation,A (active learning) process of engaging with the learning task at both the cognitive and affective level.,0.39498382806777954,stsb-roberta-large
178,Evaluation,LM,Plan,"A conditional no-regret learning mechanic associated to Bayesian learning and hypothesis testing. As with a given type of game and a given amount of information, there may exist no learning procedure that satisfies certain reasonable criteria of performance and convergence. The learner has to strategically manage his or her resources to achieve an aggregate learning outcome.",0.48509910702705383,stsb-roberta-large
148,Decomposition,LM,Question and Answer,"An active learning mechanism linked with participation that encourages learners to use the questioning strategies to assess what they have learned, to develop their thinking skills.",0.37628763914108276,stsb-roberta-large
56,Algorithm,LM,Reflect-Discuss,"Consideration of an experience, or of learning, to enhance understanding or inform action. Learners often compile logbooks to record their reflections on learning activities.",0.302727073431015,stsb-roberta-large
181,Evaluation,LM,Repetition,"A method that uses traditional curriculum for students to practice at home or onsite. Although significant practice is performed, higher order learning is not involved.",0.42377805709838867,stsb-roberta-large
58,Algorithm,LM,Responsibility,"Often related to self-directed learning where the learner has control over educational decisions, including goals, resources, methods and criteria for judging success. Often used as a learning situation where the learner has some influence on some of the learning aspects.",0.43604570627212524,stsb-roberta-large
183,Evaluation,LM,Shadowing,Often used in medical sciences where the student shadows their mentor during general practice or in operating theatres. Shadowing is also a form of learning through apprenticeships. Associated with experiential learning.,0.33336541056632996,stsb-roberta-large
153,Decomposition,LM,Simulation,Often associated with role-play it is increasingly used with ICTbased learning activities for decision-making to simulate cause and effect.,0.3904254734516144,stsb-roberta-large
123,Data,LM,Tutorial,"Used with different meanings according to discipline, type of institution, level, and teaching and learning method that involves a tutor or peer.",0.45386436581611633,stsb-roberta-large
21,Data,TB,Analyze,"Executing, implementing and applying a procedure to a familiar task (e.g., Divide one whole number by another whole number, both with multiple digits). Organizing, outlining, parsing, structuring, organizing and discerning how elements fit or function within a structure. Distinguishing relevant from irrelevant parts or important from unimportant parts of presented material.",0.6499779224395752,stsb-roberta-large
20,Data,TB,Apply,"Carry out or use a procedure in a given situation. Carrying out; Applying a procedure to a familiar task (e.g., Divide one whole number by another whole number, both with multiple digits). Use Newton's Second Law in situations in which it is appropriate.",0.47811082005500793,stsb-roberta-large
29,Decomposition,TB,Create,"Inventing is the process of coming up with alternative hypotheses based on criteria (e.g., Generate hypotheses to account for an observed phenomenon).",0.40995508432388306,stsb-roberta-large
10,Algorithm,TB,Evaluate,Make judgments based on criteria and standards . Evaluate . Detecting inconsistencies or fallacies within a process or product . Detect the effectiveness of a procedure as it is being implemented . Judge which of two methods is the best way to solve a given problem . Judge the appropriateness of a particular procedure for a particular problem .,0.43111470341682434,stsb-roberta-large
18,Data,TB,Recall," Retrieving DEFINITIONS AND EXAMPLES. Locating knowledge in long-term memory that is consistent with presented material (e.g., Recognize the dates of important events in U.S. history). Retrieving relevant knowledge from old and new data.",0.3587232530117035,stsb-roberta-large
1,Abstraction,TB,Understand," Construct meaning from instructional messages, including oral, written and graphic communication. Interpreting: Clarifying, paraphrasing, representing, translating. Summarizing: Abstracting, generalizing; Writing a short summary of the event portrayed on a videotape. Inferring: Drawing a logical conclusion from presented information.",0.5180233120918274,stsb-roberta-large
